source_strain_id	source_deposit_id	accession	reason	value
straininfo.strain:36395	straininfo.deposit:803291		conflicting_bacdive_reference_not_used	bacdive:135618; deposit matches kgmicrobe.strain:bacdive_162902
straininfo.strain:36395	straininfo.deposit:98451		conflicting_bacdive_reference_not_used	bacdive:135618; deposit matches kgmicrobe.strain:bacdive_162902
straininfo.strain:36401	straininfo.deposit:802463		conflicting_bacdive_reference_not_used	bacdive:161159; deposit matches kgmicrobe.strain:bacdive_162860
straininfo.strain:364811	straininfo.deposit:845993		conflicting_bacdive_reference_not_used	bacdive:77; deposit matches kgmicrobe.strain:bacdive_78
straininfo.strain:364811	straininfo.deposit:857677		conflicting_bacdive_reference_not_used	bacdive:77; deposit matches kgmicrobe.strain:bacdive_78
straininfo.strain:364811	straininfo.deposit:913352		conflicting_bacdive_reference_not_used	bacdive:77; deposit matches kgmicrobe.strain:bacdive_78
straininfo.strain:365	straininfo.deposit:1828		conflicting_bacdive_reference_not_used	bacdive:253; deposit matches kgmicrobe.strain:bacdive_139681
straininfo.strain:36766	straininfo.deposit:156977		conflicting_bacdive_reference_not_used	bacdive:10870; deposit matches kgmicrobe.strain:bacdive_10854
straininfo.strain:36766	straininfo.deposit:156978		conflicting_bacdive_reference_not_used	bacdive:10870; deposit matches kgmicrobe.strain:bacdive_10854
straininfo.strain:368608	straininfo.deposit:53146		conflicting_bacdive_reference_not_used	bacdive:24505; deposit matches kgmicrobe.strain:bacdive_130627
straininfo.strain:368608	straininfo.deposit:53146		conflicting_bacdive_reference_not_used	bacdive:24505; deposit matches kgmicrobe.strain:bacdive_132916
straininfo.strain:368608	straininfo.deposit:54852		conflicting_bacdive_reference_not_used	bacdive:24505; deposit matches kgmicrobe.strain:bacdive_130627
straininfo.strain:368608	straininfo.deposit:54852		conflicting_bacdive_reference_not_used	bacdive:24505; deposit matches kgmicrobe.strain:bacdive_132916
straininfo.strain:368608	straininfo.deposit:55134		conflicting_bacdive_reference_not_used	bacdive:24505; deposit matches kgmicrobe.strain:bacdive_130627
straininfo.strain:368608	straininfo.deposit:55134		conflicting_bacdive_reference_not_used	bacdive:24505; deposit matches kgmicrobe.strain:bacdive_132916
straininfo.strain:368608	straininfo.deposit:852715		conflicting_bacdive_reference_not_used	bacdive:24505; deposit matches kgmicrobe.strain:bacdive_130627
straininfo.strain:368608	straininfo.deposit:852715		conflicting_bacdive_reference_not_used	bacdive:24505; deposit matches kgmicrobe.strain:bacdive_132916
straininfo.strain:368608	straininfo.deposit:886550		conflicting_bacdive_reference_not_used	bacdive:24505; deposit matches kgmicrobe.strain:bacdive_130627
straininfo.strain:368608	straininfo.deposit:886550		conflicting_bacdive_reference_not_used	bacdive:24505; deposit matches kgmicrobe.strain:bacdive_132916
straininfo.strain:368608	straininfo.deposit:886551		conflicting_bacdive_reference_not_used	bacdive:24505; deposit matches kgmicrobe.strain:bacdive_130627
straininfo.strain:368608	straininfo.deposit:886551		conflicting_bacdive_reference_not_used	bacdive:24505; deposit matches kgmicrobe.strain:bacdive_132916
straininfo.strain:36959	straininfo.deposit:53654		conflicting_bacdive_reference_not_used	bacdive:10866; deposit matches kgmicrobe.strain:bacdive_10853
straininfo.strain:36959	straininfo.deposit:53658		conflicting_bacdive_reference_not_used	bacdive:10866; deposit matches kgmicrobe.strain:bacdive_10853
straininfo.strain:36959	straininfo.deposit:53661		conflicting_bacdive_reference_not_used	bacdive:10866; deposit matches kgmicrobe.strain:bacdive_10853
straininfo.strain:36959	straininfo.deposit:53667		conflicting_bacdive_reference_not_used	bacdive:10866; deposit matches kgmicrobe.strain:bacdive_10865
straininfo.strain:36959	straininfo.deposit:53672		conflicting_bacdive_reference_not_used	bacdive:10866; deposit matches kgmicrobe.strain:bacdive_10853
straininfo.strain:36960	straininfo.deposit:692074		conflicting_bacdive_reference_not_used	bacdive:131828; deposit matches kgmicrobe.strain:bacdive_10872
straininfo.strain:36984	straininfo.deposit:217200		conflicting_bacdive_reference_not_used	bacdive:16933; deposit matches kgmicrobe.strain:bacdive_165590
straininfo.strain:37030	straininfo.deposit:100247		conflicting_bacdive_reference_not_used	bacdive:15193; deposit matches kgmicrobe.strain:bacdive_15203
straininfo.strain:37030	straininfo.deposit:100249		conflicting_bacdive_reference_not_used	bacdive:15193; deposit matches kgmicrobe.strain:bacdive_15203
straininfo.strain:37030	straininfo.deposit:167473		conflicting_bacdive_reference_not_used	bacdive:15193; deposit matches kgmicrobe.strain:bacdive_15203
straininfo.strain:37061	straininfo.deposit:691622		conflicting_bacdive_reference_not_used	bacdive:15545; deposit matches kgmicrobe.strain:bacdive_15856
straininfo.strain:370651	straininfo.deposit:856137		conflicting_bacdive_reference_not_used	bacdive:5741; deposit matches kgmicrobe.strain:bacdive_5742
straininfo.strain:370651	straininfo.deposit:906547		conflicting_bacdive_reference_not_used	bacdive:5741; deposit matches kgmicrobe.strain:bacdive_5742
straininfo.strain:371054	straininfo.deposit:866434		conflicting_bacdive_reference_not_used	bacdive:161961; deposit matches kgmicrobe.strain:bacdive_161979
straininfo.strain:37107	straininfo.deposit:119357		conflicting_bacdive_reference_not_used	bacdive:15234; deposit matches kgmicrobe.strain:bacdive_15010
straininfo.strain:37107	straininfo.deposit:166248		conflicting_bacdive_reference_not_used	bacdive:15234; deposit matches kgmicrobe.strain:bacdive_15010
straininfo.strain:37107	straininfo.deposit:166249		conflicting_bacdive_reference_not_used	bacdive:15234; deposit matches kgmicrobe.strain:bacdive_15010
straininfo.strain:371184	straininfo.deposit:890950		conflicting_bacdive_reference_not_used	bacdive:5977; deposit matches kgmicrobe.strain:bacdive_24088
straininfo.strain:371184	straininfo.deposit:890951		conflicting_bacdive_reference_not_used	bacdive:5977; deposit matches kgmicrobe.strain:bacdive_24088
straininfo.strain:371184	straininfo.deposit:914202		conflicting_bacdive_reference_not_used	bacdive:5977; deposit matches kgmicrobe.strain:bacdive_24088
straininfo.strain:37131	straininfo.deposit:178754		conflicting_bacdive_reference_not_used	bacdive:15679; deposit matches kgmicrobe.strain:bacdive_164961
straininfo.strain:37131	straininfo.deposit:178755		conflicting_bacdive_reference_not_used	bacdive:15679; deposit matches kgmicrobe.strain:bacdive_164961
straininfo.strain:37279	straininfo.deposit:101048		conflicting_bacdive_reference_not_used	bacdive:15181; deposit matches kgmicrobe.strain:bacdive_15194
straininfo.strain:37279	straininfo.deposit:101050		conflicting_bacdive_reference_not_used	bacdive:15181; deposit matches kgmicrobe.strain:bacdive_15194
straininfo.strain:37279	straininfo.deposit:691476		conflicting_bacdive_reference_not_used	bacdive:15181; deposit matches kgmicrobe.strain:bacdive_15194
straininfo.strain:376990	straininfo.deposit:16496		conflicting_bacdive_reference_not_used	bacdive:134453; deposit matches kgmicrobe.strain:bacdive_12759
straininfo.strain:37733	straininfo.deposit:170092		conflicting_bacdive_reference_not_used	bacdive:16519; deposit matches kgmicrobe.strain:bacdive_16520
straininfo.strain:37745	straininfo.deposit:101997		conflicting_bacdive_reference_not_used	bacdive:7995; deposit matches kgmicrobe.strain:bacdive_7978
straininfo.strain:37745	straininfo.deposit:169028		conflicting_bacdive_reference_not_used	bacdive:7995; deposit matches kgmicrobe.strain:bacdive_7978
straininfo.strain:37745	straininfo.deposit:169029		conflicting_bacdive_reference_not_used	bacdive:7995; deposit matches kgmicrobe.strain:bacdive_7978
straininfo.strain:37745	straininfo.deposit:169031		conflicting_bacdive_reference_not_used	bacdive:7995; deposit matches kgmicrobe.strain:bacdive_7978
straininfo.strain:37745	straininfo.deposit:319477		conflicting_bacdive_reference_not_used	bacdive:7995; deposit matches kgmicrobe.strain:bacdive_7978
straininfo.strain:37745	straininfo.deposit:534330		conflicting_bacdive_reference_not_used	bacdive:7995; deposit matches kgmicrobe.strain:bacdive_7978
straininfo.strain:377524	straininfo.deposit:28819		conflicting_bacdive_reference_not_used	bacdive:13016; deposit matches kgmicrobe.strain:bacdive_24401
straininfo.strain:37781	straininfo.deposit:102090		conflicting_bacdive_reference_not_used	bacdive:15198; deposit matches kgmicrobe.strain:bacdive_15180
straininfo.strain:37781	straininfo.deposit:691712		conflicting_bacdive_reference_not_used	bacdive:15198; deposit matches kgmicrobe.strain:bacdive_15180
straininfo.strain:379501	straininfo.deposit:25868		conflicting_bacdive_reference_not_used	bacdive:24023; deposit matches kgmicrobe.strain:bacdive_22904
straininfo.strain:379501	straininfo.deposit:886281		conflicting_bacdive_reference_not_used	bacdive:24023; deposit matches kgmicrobe.strain:bacdive_22904
straininfo.strain:379616	straininfo.deposit:869826		conflicting_bacdive_reference_not_used	bacdive:23012; deposit matches kgmicrobe.strain:bacdive_133713
straininfo.strain:37988	straininfo.deposit:102575		conflicting_bacdive_reference_not_used	bacdive:150819; deposit matches kgmicrobe.strain:bacdive_8443
straininfo.strain:37988	straininfo.deposit:102576		conflicting_bacdive_reference_not_used	bacdive:150819; deposit matches kgmicrobe.strain:bacdive_8443
straininfo.strain:380837	straininfo.deposit:58505		conflicting_bacdive_reference_not_used	bacdive:131740; deposit matches kgmicrobe.strain:bacdive_6874
straininfo.strain:380837	straininfo.deposit:58506		conflicting_bacdive_reference_not_used	bacdive:131740; deposit matches kgmicrobe.strain:bacdive_6874
straininfo.strain:38085	straininfo.deposit:167659		conflicting_bacdive_reference_not_used	bacdive:6242; deposit matches kgmicrobe.strain:bacdive_6244
straininfo.strain:38085	straininfo.deposit:52769		conflicting_bacdive_reference_not_used	bacdive:6242; deposit matches kgmicrobe.strain:bacdive_6244
straininfo.strain:38138	straininfo.deposit:839886		conflicting_bacdive_reference_not_used	bacdive:139829; deposit matches kgmicrobe.strain:bacdive_131048
straininfo.strain:38138	straininfo.deposit:909376		conflicting_bacdive_reference_not_used	bacdive:139829; deposit matches kgmicrobe.strain:bacdive_131048
straininfo.strain:38139	straininfo.deposit:102984		conflicting_bacdive_reference_not_used	bacdive:130809; deposit matches kgmicrobe.strain:bacdive_131047
straininfo.strain:38139	straininfo.deposit:911722		conflicting_bacdive_reference_not_used	bacdive:130809; deposit matches kgmicrobe.strain:bacdive_131047
straininfo.strain:38284	straininfo.deposit:103392		conflicting_bacdive_reference_not_used	bacdive:16137; deposit matches kgmicrobe.strain:bacdive_127801
straininfo.strain:38345	straininfo.deposit:108836		conflicting_bacdive_reference_not_used	bacdive:14320; deposit matches kgmicrobe.strain:bacdive_14342
