strain_id	assembly_id	source	source_id	source_reference_id	assembly_level	assembly_name	taxon_id	source_field	matched_strain_id	source_strain_identifiers	source_strain_field	source_organism_id	source_project_id	straininfo_evidence_json
kgmicrobe.strain:bacdive_10460	ncbi.assembly:GCA_900451195	STRAININFO	straininfo.strain:3023		contig	Iodobacter fluviatilis NCTC11159	NCBITaxon:537	strain.sequence.accessionNumber	kgmicrobe.strain:NCTC-11159	NCTC 11159	deposits.designation			"{""deposit_designation"":""NCTC 11159"",""deposit_id"":""straininfo.deposit:12360"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:12360"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10460"",""strain_doi"":""DOI:10.60712/SI-ID3023.3"",""strain_id"":""straininfo.strain:3023"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10461	ncbi.assembly:GCA_000213535	STRAININFO	straininfo.strain:37994		scaffold	Kingella kingae ATCC 23330	NCBITaxon:504	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-23330	ATCC 23330	deposits.designation			"{""deposit_designation"":""ATCC 23330"",""deposit_id"":""straininfo.deposit:102603"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:102603"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10461"",""strain_doi"":""DOI:10.60712/SI-ID37994.3"",""strain_id"":""straininfo.strain:37994"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10461	ncbi.assembly:GCA_900111845	STRAININFO	straininfo.strain:37994		contig	Kingella kingae ATCC 23330	NCBITaxon:504	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-23330	ATCC 23330	deposits.designation			"{""deposit_designation"":""ATCC 23330"",""deposit_id"":""straininfo.deposit:102603"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:102603"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10461"",""strain_doi"":""DOI:10.60712/SI-ID37994.3"",""strain_id"":""straininfo.strain:37994"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10461	ncbi.assembly:GCA_900475905	STRAININFO	straininfo.strain:37994		complete	Kingella kingae NCTC10529	NCBITaxon:504	strain.sequence.accessionNumber	kgmicrobe.strain:NCTC-10529	NCTC 10529	deposits.designation			"{""deposit_designation"":""NCTC 10529"",""deposit_id"":""straininfo.deposit:136880"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:136880"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10461"",""strain_doi"":""DOI:10.60712/SI-ID37994.3"",""strain_id"":""straininfo.strain:37994"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10462	ncbi.assembly:GCA_000190695	STRAININFO	straininfo.strain:40476		scaffold	Kingella denitrificans ATCC 33394	NCBITaxon:502	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-33394	ATCC 33394	deposits.designation			"{""deposit_designation"":""ATCC 33394"",""deposit_id"":""straininfo.deposit:109258"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:109258"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10462"",""strain_doi"":""DOI:10.60712/SI-ID40476.3"",""strain_id"":""straininfo.strain:40476"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10462	ncbi.assembly:GCA_900451365	STRAININFO	straininfo.strain:40476		contig	Kingella denitrificans NCTC10995	NCBITaxon:502	strain.sequence.accessionNumber	kgmicrobe.strain:NCTC-10995	NCTC 10995	deposits.designation			"{""deposit_designation"":""NCTC 10995"",""deposit_id"":""straininfo.deposit:109259"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:109259"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10462"",""strain_doi"":""DOI:10.60712/SI-ID40476.3"",""strain_id"":""straininfo.strain:40476"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10463	ncbi.assembly:GCA_000160435	STRAININFO	straininfo.strain:45270		scaffold	Kingella oralis ATCC 51147	NCBITaxon:505	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-51147	ATCC 51147	deposits.designation			"{""deposit_designation"":""ATCC 51147"",""deposit_id"":""straininfo.deposit:121554"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:121554"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10463"",""strain_doi"":""DOI:10.60712/SI-ID45270.3"",""strain_id"":""straininfo.strain:45270"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10463	ncbi.assembly:GCA_014054985	STRAININFO	straininfo.strain:45270		complete	Kingella oralis DSM 18271	NCBITaxon:505	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-18271	DSM 18271	deposits.designation			"{""deposit_designation"":""DSM 18271"",""deposit_id"":""straininfo.deposit:691311"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:691311"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10463"",""strain_doi"":""DOI:10.60712/SI-ID45270.3"",""strain_id"":""straininfo.strain:45270"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10464	ncbi.assembly:GCA_900451175	STRAININFO	straininfo.strain:214954		contig	Kingella potus NCTC13336	NCBITaxon:265175	strain.sequence.accessionNumber	kgmicrobe.strain:NCTC-13336	NCTC 13336	deposits.designation			"{""deposit_designation"":""NCTC 13336"",""deposit_id"":""straininfo.deposit:532800"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:532800"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10464"",""strain_doi"":""DOI:10.60712/SI-ID214954.3"",""strain_id"":""straininfo.strain:214954"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10465	ncbi.assembly:GCA_000423285	STRAININFO	straininfo.strain:86622		scaffold	Laribacter hongkongensis DSM 14985	NCBITaxon:168471	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-14985	DSM 14985	deposits.designation			"{""deposit_designation"":""DSM 14985"",""deposit_id"":""straininfo.deposit:302804"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:302804"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10465"",""strain_doi"":""DOI:10.60712/SI-ID86622.3"",""strain_id"":""straininfo.strain:86622"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10466	ncbi.assembly:GCA_000173895	STRAININFO	straininfo.strain:55641		contig	Neisseria cinerea ATCC 14685	NCBITaxon:483	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-14685	ATCC 14685	deposits.designation			"{""deposit_designation"":""ATCC 14685"",""deposit_id"":""straininfo.deposit:97757"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:97757"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10466"",""strain_doi"":""DOI:10.60712/SI-ID55641.3"",""strain_id"":""straininfo.strain:55641"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10466	ncbi.assembly:GCA_021025975	STRAININFO	straininfo.strain:55641		scaffold	Neisseria cinerea CCUG 2156	NCBITaxon:483	strain.sequence.accessionNumber	kgmicrobe.strain:CCUG-2156	CCUG 2156	deposits.designation			"{""deposit_designation"":""CCUG 2156"",""deposit_id"":""straininfo.deposit:15449"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:15449"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10466"",""strain_doi"":""DOI:10.60712/SI-ID55641.3"",""strain_id"":""straininfo.strain:55641"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10466	ncbi.assembly:GCA_900475315	STRAININFO	straininfo.strain:55641		complete	Neisseria cinerea NCTC10294	NCBITaxon:483	strain.sequence.accessionNumber	kgmicrobe.strain:NCTC-10294	NCTC 10294	deposits.designation			"{""deposit_designation"":""NCTC 10294"",""deposit_id"":""straininfo.deposit:15455"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:15455"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10466"",""strain_doi"":""DOI:10.60712/SI-ID55641.3"",""strain_id"":""straininfo.strain:55641"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10467	ncbi.assembly:GCA_000173995	STRAININFO	straininfo.strain:3630		contig	Neisseria lactamica ATCC 23970	NCBITaxon:486	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-23970	ATCC 23970	deposits.designation			"{""deposit_designation"":""ATCC 23970"",""deposit_id"":""straininfo.deposit:123629"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:123629"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10467"",""strain_doi"":""DOI:10.60712/SI-ID3630.3"",""strain_id"":""straininfo.strain:3630"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10467	ncbi.assembly:GCA_000741965	STRAININFO	straininfo.strain:3630		scaffold	Neisseria lactamica ATCC 23970	NCBITaxon:486	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-23970	ATCC 23970	deposits.designation			"{""deposit_designation"":""ATCC 23970"",""deposit_id"":""straininfo.deposit:123629"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:123629"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10467"",""strain_doi"":""DOI:10.60712/SI-ID3630.3"",""strain_id"":""straininfo.strain:3630"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10467	ncbi.assembly:GCA_901482445	STRAININFO	straininfo.strain:3630		complete	Neisseria lactamica NCTC10617	NCBITaxon:486	strain.sequence.accessionNumber	kgmicrobe.strain:NCTC-10617	NCTC 10617	deposits.designation			"{""deposit_designation"":""NCTC 10617"",""deposit_id"":""straininfo.deposit:123631"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:123631"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10467"",""strain_doi"":""DOI:10.60712/SI-ID3630.3"",""strain_id"":""straininfo.strain:3630"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10468	ncbi.assembly:GCA_000173875	STRAININFO	straininfo.strain:344003		contig	Neisseria mucosa ATCC 25996	NCBITaxon:488	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-25996	ATCC 25996	deposits.designation			"{""deposit_designation"":""ATCC 25996"",""deposit_id"":""straininfo.deposit:104734"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:104734"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10468"",""strain_doi"":""DOI:10.60712/SI-ID344003.3"",""strain_id"":""straininfo.strain:344003"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10468	ncbi.assembly:GCA_900454435	STRAININFO	straininfo.strain:344003		contig	Neisseria mucosa NCTC 10774	NCBITaxon:488	strain.sequence.accessionNumber	kgmicrobe.strain:NCTC-10774	NCTC 10774	deposits.designation			"{""deposit_designation"":""NCTC 10774"",""deposit_id"":""straininfo.deposit:158911"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:158911"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10468"",""strain_doi"":""DOI:10.60712/SI-ID344003.3"",""strain_id"":""straininfo.strain:344003"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10469	ncbi.assembly:GCA_003028315	STRAININFO	straininfo.strain:37075		complete	Neisseria mucosa ATCC 19696	NCBITaxon:488	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-19696	ATCC 19696	deposits.designation			"{""deposit_designation"":""ATCC 19696"",""deposit_id"":""straininfo.deposit:100349"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:100349"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10469"",""strain_doi"":""DOI:10.60712/SI-ID37075.3"",""strain_id"":""straininfo.strain:37075"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10470	ncbi.assembly:GCA_003315235	STRAININFO	straininfo.strain:389413		scaffold	Neisseria gonorrhoeae DSM 9188	NCBITaxon:485	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-9188	DSM 9188	deposits.designation			"{""deposit_designation"":""DSM 9188"",""deposit_id"":""straininfo.deposit:161343"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:161343"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10470"",""strain_doi"":""DOI:10.60712/SI-ID389413.3"",""strain_id"":""straininfo.strain:389413"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10471	ncbi.assembly:GCA_001997645	STRAININFO	straininfo.strain:42367		scaffold	Neisseria gonorrhoeae ATCC 49226	NCBITaxon:485	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-49226	ATCC 49226	deposits.designation			"{""deposit_designation"":""ATCC 49226"",""deposit_id"":""straininfo.deposit:113960"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:113960"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10471"",""strain_doi"":""DOI:10.60712/SI-ID42367.2"",""strain_id"":""straininfo.strain:42367"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10471	ncbi.assembly:GCA_016803895	STRAININFO	straininfo.strain:42367		chromosome	Neisseria gonorrhoeae ATCC 49226	NCBITaxon:485	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-49226	ATCC 49226	deposits.designation			"{""deposit_designation"":""ATCC 49226"",""deposit_id"":""straininfo.deposit:113960"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:113960"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10471"",""strain_doi"":""DOI:10.60712/SI-ID42367.2"",""strain_id"":""straininfo.strain:42367"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10471	ncbi.assembly:GCA_025171215	STRAININFO	straininfo.strain:42367		complete	Neisseria gonorrhoeae ATCC 49226	NCBITaxon:485	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-49226	ATCC 49226	deposits.designation			"{""deposit_designation"":""ATCC 49226"",""deposit_id"":""straininfo.deposit:113960"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:113960"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10471"",""strain_doi"":""DOI:10.60712/SI-ID42367.2"",""strain_id"":""straininfo.strain:42367"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10473	ncbi.assembly:GCA_900638555	STRAININFO	straininfo.strain:35730		complete	Neisseria meningitidis NCTC10025	NCBITaxon:487	strain.sequence.accessionNumber	kgmicrobe.strain:NCTC-10025	NCTC 10025	deposits.designation			"{""deposit_designation"":""NCTC 10025"",""deposit_id"":""straininfo.deposit:96714"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:96714"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10473"",""strain_doi"":""DOI:10.60712/SI-ID35730.3"",""strain_id"":""straininfo.strain:35730"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10478	ncbi.assembly:GCA_005221305	STRAININFO	straininfo.strain:311042		complete	Neisseria subflava ATCC 49275	NCBITaxon:28449	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-49275	ATCC 49275	deposits.designation			"{""deposit_designation"":""ATCC 49275"",""deposit_id"":""straininfo.deposit:15495"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:15495"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10478"",""strain_doi"":""DOI:10.60712/SI-ID311042.3"",""strain_id"":""straininfo.strain:311042"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10478	ncbi.assembly:GCA_031190635	STRAININFO	straininfo.strain:311042		complete	Neisseria subflava LMG 5313	NCBITaxon:28449	strain.sequence.accessionNumber	kgmicrobe.strain:LMG-5313	LMG 5313	deposits.designation			"{""deposit_designation"":""LMG 5313"",""deposit_id"":""straininfo.deposit:15494"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:15494"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10478"",""strain_doi"":""DOI:10.60712/SI-ID311042.3"",""strain_id"":""straininfo.strain:311042"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10478	ncbi.assembly:GCA_963396225	STRAININFO	straininfo.strain:311042		contig	Neisseria subflava CCUG 23930 T	NCBITaxon:28449	strain.sequence.accessionNumber	kgmicrobe.strain:CCUG-23930	CCUG 23930	deposits.designation			"{""deposit_designation"":""CCUG 23930"",""deposit_id"":""straininfo.deposit:140458"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:140458"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10478"",""strain_doi"":""DOI:10.60712/SI-ID311042.3"",""strain_id"":""straininfo.strain:311042"",""strain_status"":""published online""}"
