strain_id	genome_id	source_database	source	source_id	source_reference_id	assembly_level	genome_name	taxon_id	source_field	matched_strain_id	source_strain_identifiers	source_strain_field	source_organism_id	source_project_id
kgmicrobe.strain:bacdive_16101	img.taxon:2824309123	img	BACDIVE	bacdive:16101	66792	draft	Streptomyces violarus CECT 3237	NCBITaxon:67380						
kgmicrobe.strain:bacdive_16101	img.taxon:2824309123	img	GOLD	gold:Ga0372373			Streptomyces violarus CECT 3237	NCBITaxon:67380	AP IMG TAXON ID	kgmicrobe.strain:CECT-3237	CECT 3237	ORGANISM CULTURE COLLECTION ID	gold:Go0510887	gold:Gp0397093
kgmicrobe.strain:bacdive_16101	img.taxon:2824309123	img	GOLD	gold:Ga0372373			Streptomyces violarus CECT 3237	NCBITaxon:67380	AP IMG TAXON ID	kgmicrobe.strain:CECT-3237	CECT 3237	ORGANISM STRAIN	gold:Go0510887	gold:Gp0397093
kgmicrobe.strain:bacdive_16101	img.taxon:8113592330	img	GOLD	gold:Ga0520955			Streptomyces violarus JCM 4534	NCBITaxon:67380	AP IMG TAXON ID	kgmicrobe.strain:JCM-4534	JCM 4534	ORGANISM CULTURE COLLECTION ID	gold:Go0596614	gold:Gp0610567
kgmicrobe.strain:bacdive_16101	img.taxon:8113592330	img	GOLD	gold:Ga0520955			Streptomyces violarus JCM 4534	NCBITaxon:67380	AP IMG TAXON ID	kgmicrobe.strain:JCM-4534	JCM 4534	ORGANISM STRAIN	gold:Go0596614	gold:Gp0610567
kgmicrobe.strain:bacdive_16101	patric:67380.3	patric	BACDIVE	bacdive:16101	66792	wgs	Streptomyces violarus strain CECT 3237	NCBITaxon:67380						
kgmicrobe.strain:bacdive_16101	patric:67380.4	patric	BACDIVE	bacdive:16101	66792	wgs	Streptomyces violarus strain JCM 4534	NCBITaxon:67380						
kgmicrobe.strain:bacdive_161015	gtdb.genome:RS_GCF_000518265.1	gtdb	GTDB	gtdb.genome:RS_GCF_000518265.1		Scaffold	Actinomadura oligospora ATCC 43269	NCBITaxon:1399798	accession	kgmicrobe.strain:ATCC-43269	ATCC 43269	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_161015	img.taxon:2540341222	img	BACDIVE	bacdive:161015	66792	draft	Actinomadura oligospora ATCC 43269	NCBITaxon:1399798						
kgmicrobe.strain:bacdive_161015	img.taxon:2540341222	img	GOLD	gold:Ga0002630			Actinomadura oligospora ATCC 43269	NCBITaxon:1399798	AP IMG TAXON ID	kgmicrobe.strain:ATCC-43269	ATCC 43269	ORGANISM CULTURE COLLECTION ID	gold:Go0032283	gold:Gp0032283
kgmicrobe.strain:bacdive_161015	patric:1399798.3	patric	BACDIVE	bacdive:161015	66792	wgs	Actinomadura oligospora ATCC 43269	NCBITaxon:1399798						
kgmicrobe.strain:bacdive_161018	patric:274.14	patric	BACDIVE	bacdive:161018	66792	complete	Thermus thermophilus strain TMY	NCBITaxon:274						
kgmicrobe.strain:bacdive_161018	patric:274.18	patric	BACDIVE	bacdive:161018	66792	plasmid	Thermus thermophilus strain TMY	NCBITaxon:274						
kgmicrobe.strain:bacdive_161018	patric:274.51	patric	BACDIVE	bacdive:161018	66792	complete	Thermus thermophilus strain TMY	NCBITaxon:274						
kgmicrobe.strain:bacdive_161018	patric:274.58	patric	BACDIVE	bacdive:161018	66792	complete	Thermus thermophilus strain TMY	NCBITaxon:274						
kgmicrobe.strain:bacdive_161018	patric:274.70	patric	BACDIVE	bacdive:161018	66792	complete	Thermus thermophilus strain TMY	NCBITaxon:274						
kgmicrobe.strain:bacdive_161018	patric:274.77	patric	BACDIVE	bacdive:161018	66792	complete	Thermus thermophilus strain TMY	NCBITaxon:274						
kgmicrobe.strain:bacdive_16102	gtdb.genome:RS_GCF_014649955.1	gtdb	GTDB	gtdb.genome:RS_GCF_014649955.1		Scaffold	Streptomyces violascens	NCBITaxon:67381	accession	kgmicrobe.strain:JCM-4424	JCM 4424	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16102	gtdb.genome:RS_GCF_020521295.1	gtdb	GTDB	gtdb.genome:RS_GCF_020521295.1		Contig	Streptomyces violascens	NCBITaxon:67381	accession	kgmicrobe.strain:NBRC-12920	NBRC 12920	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16102	img.taxon:8109526979	img	GOLD	gold:Ga0487135			Streptomyces violascens JCM 4424	NCBITaxon:67381	AP IMG TAXON ID	kgmicrobe.strain:JCM-4424	JCM 4424	ORGANISM CULTURE COLLECTION ID	gold:Go0573307	gold:Gp0547952
kgmicrobe.strain:bacdive_16102	img.taxon:8109526979	img	GOLD	gold:Ga0487135			Streptomyces violascens JCM 4424	NCBITaxon:67381	AP IMG TAXON ID	kgmicrobe.strain:JCM-4424	JCM 4424	ORGANISM STRAIN	gold:Go0573307	gold:Gp0547952
kgmicrobe.strain:bacdive_16102	img.taxon:8110410871	img	GOLD	gold:Ga0558770			Streptomyces violascens NBRC 12920	NCBITaxon:67381	AP IMG TAXON ID	kgmicrobe.strain:NBRC-12920	NBRC 12920	ORGANISM CULTURE COLLECTION ID	gold:Go0602348	gold:Gp0655007
kgmicrobe.strain:bacdive_16102	img.taxon:8110410871	img	GOLD	gold:Ga0558770			Streptomyces violascens NBRC 12920	NCBITaxon:67381	AP IMG TAXON ID	kgmicrobe.strain:NBRC-12920	NBRC 12920	ORGANISM STRAIN	gold:Go0602348	gold:Gp0655007
kgmicrobe.strain:bacdive_16102	patric:67381.10	patric	BACDIVE	bacdive:16102	66792	wgs	Streptomyces violascens strain NBRC 12920	NCBITaxon:67381						
kgmicrobe.strain:bacdive_16102	patric:67381.4	patric	BACDIVE	bacdive:16102	66792	wgs	Streptomyces violascens strain JCM 4424	NCBITaxon:67381						
kgmicrobe.strain:bacdive_16102	patric:67381.8	patric	BACDIVE	bacdive:16102	66792	wgs	Streptomyces violascens strain NBRC 12920	NCBITaxon:67381						
kgmicrobe.strain:bacdive_16102	patric:67381.9	patric	BACDIVE	bacdive:16102	66792	wgs	Streptomyces violascens strain NBRC 12920	NCBITaxon:67381						
kgmicrobe.strain:bacdive_161028	gtdb.genome:GB_GCA_013376335.1	gtdb	GTDB	gtdb.genome:GB_GCA_013376335.1		Scaffold	Asaia siamensis	NCBITaxon:110479	accession	kgmicrobe.strain:LMG-23136	LMG 23136	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16104	gtdb.genome:RS_GCF_000717745.1	gtdb	GTDB	gtdb.genome:RS_GCF_000717745.1		Contig	Streptomyces violens	NCBITaxon:66377	accession	kgmicrobe.strain:NRRL-ISP-5597	NRRL ISP-5597	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16104	img.taxon:2767802063	img	GOLD	gold:Ga0162408			Streptomyces violens NRRL ISP-5597	NCBITaxon:66377	AP IMG TAXON ID	kgmicrobe.strain:NRRL-ISP-5597	NRRL ISP-5597	ORGANISM CULTURE COLLECTION ID	gold:Go0353583	gold:Gp0187840
kgmicrobe.strain:bacdive_16104	img.taxon:2767802063	img	GOLD	gold:Ga0162408			Streptomyces violens NRRL ISP-5597	NCBITaxon:66377	AP IMG TAXON ID	kgmicrobe.strain:NRRL-ISP-5597	NRRL ISP-5597	ORGANISM STRAIN	gold:Go0353583	gold:Gp0187840
kgmicrobe.strain:bacdive_16106	gtdb.genome:RS_GCF_000720455.1	gtdb	GTDB	gtdb.genome:RS_GCF_000720455.1		Contig	Streptomyces virginiae	NCBITaxon:1961	accession	kgmicrobe.strain:NRRL-ISP-5094	NRRL ISP-5094	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16106	gtdb.genome:RS_GCF_042656425.1	gtdb	GTDB	gtdb.genome:RS_GCF_042656425.1		Scaffold	Streptomyces virginiae	NCBITaxon:1961	accession	kgmicrobe.strain:CGMCC-4.1530	CGMCC 4.1530	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16106	img.taxon:8033877553	img	GOLD	gold:Ga0163414			Streptomyces virginiae NRRL ISP-5094	NCBITaxon:1961	AP IMG TAXON ID	kgmicrobe.strain:NRRL-ISP-5094	NRRL ISP-5094	ORGANISM CULTURE COLLECTION ID	gold:Go0353609	gold:Gp0187866
kgmicrobe.strain:bacdive_16106	img.taxon:8033877553	img	GOLD	gold:Ga0163414			Streptomyces virginiae NRRL ISP-5094	NCBITaxon:1961	AP IMG TAXON ID	kgmicrobe.strain:NRRL-ISP-5094	NRRL ISP-5094	ORGANISM STRAIN	gold:Go0353609	gold:Gp0187866
kgmicrobe.strain:bacdive_161074	gtdb.genome:RS_GCF_002112225.1	gtdb	GTDB	gtdb.genome:RS_GCF_002112225.1		Scaffold	Limosilactobacillus reuteri	NCBITaxon:1598	accession	kgmicrobe.strain:JCM-1081	JCM 1081	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_161074	img.taxon:2957556509	img	GOLD	gold:Ga0340316			Limosilactobacillus reuteri JCM 1081	NCBITaxon:1598	AP IMG TAXON ID	kgmicrobe.strain:JCM-1081	JCM 1081	ORGANISM CULTURE COLLECTION ID	gold:Go0473643	gold:Gp0357037
kgmicrobe.strain:bacdive_161074	img.taxon:2957556509	img	GOLD	gold:Ga0340316			Limosilactobacillus reuteri JCM 1081	NCBITaxon:1598	AP IMG TAXON ID	kgmicrobe.strain:JCM-1081	JCM 1081	ORGANISM STRAIN	gold:Go0473643	gold:Gp0357037
kgmicrobe.strain:bacdive_161074	patric:1598.309	patric	BACDIVE	bacdive:161074	66792	wgs	Lactobacillus reuteri strain JCM 1081	NCBITaxon:1598						
kgmicrobe.strain:bacdive_161079	gtdb.genome:RS_GCF_000337895.1	gtdb	GTDB	gtdb.genome:RS_GCF_000337895.1		Contig	Halobiforma nitratireducens JCM 10879	NCBITaxon:1227454	accession	kgmicrobe.strain:JCM-10879	JCM 10879	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_161079	img.taxon:2554235466	img	BACDIVE	bacdive:161079	66792	draft	Halobiforma nitratireducens JCM 10879	NCBITaxon:1227454						
kgmicrobe.strain:bacdive_161079	img.taxon:2554235466	img	GOLD	gold:Ga0021837			Halobiforma nitratireducens JCM 10879	NCBITaxon:1227454	AP IMG TAXON ID	kgmicrobe.strain:JCM-10879	JCM 10879	ORGANISM CULTURE COLLECTION ID	gold:Go0007021	gold:Gp0007021
kgmicrobe.strain:bacdive_161079	img.taxon:2554235466	img	GOLD	gold:Ga0021837			Halobiforma nitratireducens JCM 10879	NCBITaxon:1227454	AP IMG TAXON ID	kgmicrobe.strain:JCM-10879	JCM 10879	ORGANISM STRAIN	gold:Go0007021	gold:Gp0007021
kgmicrobe.strain:bacdive_161079	patric:1227454.3	patric	BACDIVE	bacdive:161079	66792	wgs	Halobiforma nitratireducens JCM 10879	NCBITaxon:1227454						
kgmicrobe.strain:bacdive_16108	gtdb.genome:RS_GCF_014650995.1	gtdb	GTDB	gtdb.genome:RS_GCF_014650995.1		Scaffold	Streptomyces viridiviolaceus	NCBITaxon:68282	accession	kgmicrobe.strain:JCM-4855	JCM 4855	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16108	gtdb.genome:RS_GCF_042662645.1	gtdb	GTDB	gtdb.genome:RS_GCF_042662645.1		Scaffold	Streptomyces viridiviolaceus	NCBITaxon:68282	accession	kgmicrobe.strain:JCM-4855	JCM 4855	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16108	img.taxon:2997516939	img	GOLD	gold:Ga0487164			Streptomyces viridiviolaceus JCM 4855	NCBITaxon:68282	AP IMG TAXON ID	kgmicrobe.strain:JCM-4855	JCM 4855	ORGANISM CULTURE COLLECTION ID	gold:Go0573347	gold:Gp0547992
kgmicrobe.strain:bacdive_16108	img.taxon:2997516939	img	GOLD	gold:Ga0487164			Streptomyces viridiviolaceus JCM 4855	NCBITaxon:68282	AP IMG TAXON ID	kgmicrobe.strain:JCM-4855	JCM 4855	ORGANISM STRAIN	gold:Go0573347	gold:Gp0547992
kgmicrobe.strain:bacdive_16108	patric:68282.3	patric	BACDIVE	bacdive:16108	66792	wgs	Streptomyces viridiviolaceus strain JCM 4855	NCBITaxon:68282						
kgmicrobe.strain:bacdive_161088	gtdb.genome:RS_GCF_000509425.1	gtdb	GTDB	gtdb.genome:RS_GCF_000509425.1		Contig	Paenibacillus sp. JCM 10914	NCBITaxon:1236974	accession	kgmicrobe.strain:JCM-10914	JCM 10914	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_161088	gtdb.genome:RS_GCF_001315105.1	gtdb	GTDB	gtdb.genome:RS_GCF_001315105.1		Contig	Paenibacillus sp. JCM 10914	NCBITaxon:1236974	accession	kgmicrobe.strain:JCM-10914	JCM 10914	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_161088	img.taxon:2576861701	img	BACDIVE	bacdive:161088	66792	draft	Paenibacillus sp. JCM 10914	NCBITaxon:1236974						
kgmicrobe.strain:bacdive_161088	img.taxon:2576861701	img	GOLD	gold:Ga0049667			Paenibacillus sp. JCM 10914	NCBITaxon:1236974	AP IMG TAXON ID	kgmicrobe.strain:JCM-10914	JCM 10914	ORGANISM STRAIN	gold:Go0075919	gold:Gp0075919
kgmicrobe.strain:bacdive_161088	patric:1236974.4	patric	BACDIVE	bacdive:161088	66792	wgs	Paenibacillus sp. JCM 10914	NCBITaxon:1236974						
kgmicrobe.strain:bacdive_161088	patric:1236974.5	patric	BACDIVE	bacdive:161088	66792	wgs	Paenibacillus sp. JCM 10914	NCBITaxon:1236974						
kgmicrobe.strain:bacdive_16109	gtdb.genome:RS_GCF_039532945.1	gtdb	GTDB	gtdb.genome:RS_GCF_039532945.1		Scaffold	Streptomyces viridochromogenes	NCBITaxon:1938	accession	kgmicrobe.strain:JCM-4856	JCM 4856	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16109	img.taxon:8126104815	img	GOLD	gold:Ga0675429			Streptomyces viridochromogenes JCM 4856	NCBITaxon:1938	AP IMG TAXON ID	kgmicrobe.strain:JCM-4856	JCM 4856	ORGANISM CULTURE COLLECTION ID	gold:Go0704495	gold:Gp0829813
kgmicrobe.strain:bacdive_16109	img.taxon:8126104815	img	GOLD	gold:Ga0675429			Streptomyces viridochromogenes JCM 4856	NCBITaxon:1938	AP IMG TAXON ID	kgmicrobe.strain:JCM-4856	JCM 4856	ORGANISM STRAIN	gold:Go0704495	gold:Gp0829813
kgmicrobe.strain:bacdive_1611	gtdb.genome:GB_GCA_000613545.1	gtdb	GTDB	gtdb.genome:GB_GCA_000613545.1		Contig	Phocaeicola massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223	NCBITaxon:1121098	accession	kgmicrobe.strain:JCM-13223	JCM 13223	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_1611	gtdb.genome:RS_GCF_000373085.1	gtdb	GTDB	gtdb.genome:RS_GCF_000373085.1		Scaffold	Phocaeicola massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223	NCBITaxon:1121098	accession	kgmicrobe.strain:DSM-17679	DSM 17679	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_1611	gtdb.genome:RS_GCF_000382445.1	gtdb	GTDB	gtdb.genome:RS_GCF_000382445.1		Scaffold	Phocaeicola massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223	NCBITaxon:1121098	accession	kgmicrobe.strain:DSM-17679	DSM 17679	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_1611	gtdb.genome:RS_GCF_031001655.1	gtdb	GTDB	gtdb.genome:RS_GCF_031001655.1		Contig	Phocaeicola massiliensis	NCBITaxon:204516	accession	kgmicrobe.strain:DSM-17679	DSM 17679	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_1611	img.taxon:2515154074	img	BACDIVE	bacdive:1611	66792	draft	Bacteroides massiliensis Timone 84634, DSM 17679	NCBITaxon:1121098						
kgmicrobe.strain:bacdive_1611	img.taxon:2515154074	img	GOLD	gold:Ga0025498			Phocaeicola massiliensis B84634	NCBITaxon:1121098	AP IMG TAXON ID	kgmicrobe.strain:DSM-17679	DSM 17679	ORGANISM CULTURE COLLECTION ID	gold:Go0013530	gold:Gp0013530
kgmicrobe.strain:bacdive_1611	img.taxon:2531839249	img	BACDIVE	bacdive:1611	66792	draft	Bacteroides massiliensis Timone 84634, DSM 17679	NCBITaxon:1121098						
kgmicrobe.strain:bacdive_1611	img.taxon:2531839249	img	GOLD	gold:Ga0014570			Phocaeicola massiliensis B84634	NCBITaxon:1121098	AP IMG TAXON ID	kgmicrobe.strain:DSM-17679	DSM 17679	ORGANISM CULTURE COLLECTION ID	gold:Go0013530	gold:Gp0021083
kgmicrobe.strain:bacdive_1611	img.taxon:2585427948	img	BACDIVE	bacdive:1611	66792	draft	Bacteroides massiliensis Timone 84634, DSM 17679	NCBITaxon:1121098						
kgmicrobe.strain:bacdive_1611	img.taxon:2585427948	img	GOLD	gold:Ga0056200			Phocaeicola massiliensis B84634	NCBITaxon:1121098	AP IMG TAXON ID	kgmicrobe.strain:DSM-17679	DSM 17679	ORGANISM CULTURE COLLECTION ID	gold:Go0013530	gold:Gp0093271
kgmicrobe.strain:bacdive_1611	patric:1121098.3	patric	BACDIVE	bacdive:1611	66792	wgs	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	NCBITaxon:1121098						
kgmicrobe.strain:bacdive_1611	patric:1121098.4	patric	BACDIVE	bacdive:1611	66792	wgs	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA199226]	NCBITaxon:1121098						
kgmicrobe.strain:bacdive_1611	patric:1121098.7	patric	BACDIVE	bacdive:1611	66792	wgs	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223	NCBITaxon:1121098						
kgmicrobe.strain:bacdive_16112	gtdb.genome:RS_GCF_000158955.1	gtdb	GTDB	gtdb.genome:RS_GCF_000158955.1		Scaffold	Streptomyces viridochromogenes DSM 40736	NCBITaxon:591159	accession	kgmicrobe.strain:DSM-40736	DSM 40736	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16112	img.taxon:645058855	img	BACDIVE	bacdive:16112	66792	draft	Streptomyces viridochromogenes DSM 40736	NCBITaxon:591159						
kgmicrobe.strain:bacdive_16112	img.taxon:645058855	img	GOLD	gold:Ga0030965			Streptomyces viridochromogenes DSM 40736	NCBITaxon:591159	AP IMG TAXON ID	kgmicrobe.strain:DSM-40736	DSM 40736	ORGANISM CULTURE COLLECTION ID	gold:Go0004560	gold:Gp0004560
kgmicrobe.strain:bacdive_16112	img.taxon:645058855	img	GOLD	gold:Ga0030965			Streptomyces viridochromogenes DSM 40736	NCBITaxon:591159	AP IMG TAXON ID	kgmicrobe.strain:DSM-40736	DSM 40736	ORGANISM STRAIN	gold:Go0004560	gold:Gp0004560
kgmicrobe.strain:bacdive_16112	patric:591159.3	patric	BACDIVE	bacdive:16112	66792	wgs	Streptomyces viridochromogenes DSM 40736	NCBITaxon:591159						
kgmicrobe.strain:bacdive_161127	gtdb.genome:RS_GCF_000006805.1	gtdb	GTDB	gtdb.genome:RS_GCF_000006805.1		Complete Genome	Halobacterium salinarum NRC-1	NCBITaxon:64091	accession	kgmicrobe.strain:ATCC-700922	ATCC 700922;NRC-1	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_161127	img.taxon:638154504	img	GOLD	gold:Ga0028982			Halobacterium salinarum NRC-1	NCBITaxon:64091	AP IMG TAXON ID	kgmicrobe.strain:ATCC-700922	ATCC 700922	ORGANISM CULTURE COLLECTION ID	gold:Go0000749	gold:Gp0000749
kgmicrobe.strain:bacdive_161127	patric:64091.14	patric	BACDIVE	bacdive:161127	66792	complete	Halobacterium sp. NRC-1	NCBITaxon:64091						
kgmicrobe.strain:bacdive_161127	patric:64091.30	patric	BACDIVE	bacdive:161127	66792	plasmid	Halobacterium salinarum NRC-1 strain NRC-1; ATCC 700922	NCBITaxon:64091						
kgmicrobe.strain:bacdive_161127	patric:64091.31	patric	BACDIVE	bacdive:161127	66792	plasmid	Halobacterium salinarum NRC-1 strain NRC-1; ATCC 700922	NCBITaxon:64091						
kgmicrobe.strain:bacdive_161131	gtdb.genome:RS_GCF_004000845.1	gtdb	GTDB	gtdb.genome:RS_GCF_004000845.1		Contig	Paenibacillus koleovorans NBRC 103111	NCBITaxon:1220568	accession	kgmicrobe.strain:NBRC-103111	NBRC 103111	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_161131	patric:1220568.3	patric	BACDIVE	bacdive:161131	66792	wgs	Paenibacillus koleovorans NBRC 103111	NCBITaxon:1220568						
kgmicrobe.strain:bacdive_161132	gtdb.genome:RS_GCF_002243385.1	gtdb	GTDB	gtdb.genome:RS_GCF_002243385.1		Chromosome	Mogibacterium pumilum	NCBITaxon:86332	accession	kgmicrobe.strain:ATCC-700696	ATCC 700696	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_161132	img.taxon:2995024211	img	GOLD	gold:Ga0490445			Mogibacterium pumilum ATCC 700696	NCBITaxon:86332	AP IMG TAXON ID	kgmicrobe.strain:ATCC-700696	ATCC 700696	ORGANISM CULTURE COLLECTION ID	gold:Go0005431	gold:Gp0550817
kgmicrobe.strain:bacdive_161132	img.taxon:2995024211	img	GOLD	gold:Ga0490445			Mogibacterium pumilum ATCC 700696	NCBITaxon:86332	AP IMG TAXON ID	kgmicrobe.strain:ATCC-700696	ATCC 700696	ORGANISM STRAIN	gold:Go0005431	gold:Gp0550817
kgmicrobe.strain:bacdive_161132	patric:86332.3	patric	BACDIVE	bacdive:161132	66792	wgs	Mogibacterium pumilum strain ATCC 700696	NCBITaxon:86332						
kgmicrobe.strain:bacdive_161134	img.taxon:2681813009	img	BACDIVE	bacdive:161134	66792	draft	Vulcanisaeta distributa JCM 11213	NCBITaxon:1295123						
kgmicrobe.strain:bacdive_161134	img.taxon:2681813009	img	GOLD	gold:Ga0128351			Vulcanisaeta distributa JCM 11213	NCBITaxon:1295123	AP IMG TAXON ID	kgmicrobe.strain:JCM-11213	JCM 11213	ORGANISM CULTURE COLLECTION ID	gold:Go0093086	gold:Gp0093086
kgmicrobe.strain:bacdive_161134	img.taxon:2681813009	img	GOLD	gold:Ga0128351			Vulcanisaeta distributa JCM 11213	NCBITaxon:1295123	AP IMG TAXON ID	kgmicrobe.strain:JCM-11213	JCM 11213	ORGANISM STRAIN	gold:Go0093086	gold:Gp0093086
kgmicrobe.strain:bacdive_161134	patric:1295123.3	patric	BACDIVE	bacdive:161134	66792	wgs	Vulcanisaeta distributa JCM 11213	NCBITaxon:1295123						
kgmicrobe.strain:bacdive_161136	img.taxon:2681813010	img	BACDIVE	bacdive:161136	66792	draft	Vulcanisaeta distributa JCM 11215	NCBITaxon:1295124						
kgmicrobe.strain:bacdive_161136	img.taxon:2681813010	img	GOLD	gold:Ga0128352			Vulcanisaeta distributa JCM 11215	NCBITaxon:1295124	AP IMG TAXON ID	kgmicrobe.strain:JCM-11215	JCM 11215	ORGANISM CULTURE COLLECTION ID	gold:Go0093087	gold:Gp0093087
kgmicrobe.strain:bacdive_161136	img.taxon:2681813010	img	GOLD	gold:Ga0128352			Vulcanisaeta distributa JCM 11215	NCBITaxon:1295124	AP IMG TAXON ID	kgmicrobe.strain:JCM-11215	JCM 11215	ORGANISM STRAIN	gold:Go0093087	gold:Gp0093087
kgmicrobe.strain:bacdive_161136	patric:1295124.3	patric	BACDIVE	bacdive:161136	66792	wgs	Vulcanisaeta distributa JCM 11215	NCBITaxon:1295124						
kgmicrobe.strain:bacdive_161137	gtdb.genome:RS_GCF_001315985.1	gtdb	GTDB	gtdb.genome:RS_GCF_001315985.1		Contig	Vulcanisaeta distributa JCM 11216	NCBITaxon:1293043	accession	kgmicrobe.strain:JCM-11216	JCM 11216	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_161137	img.taxon:2681813011	img	BACDIVE	bacdive:161137	66792	draft	Vulcanisaeta distributa JCM 11216	NCBITaxon:1293043						
kgmicrobe.strain:bacdive_161137	img.taxon:2681813011	img	GOLD	gold:Ga0128319			Vulcanisaeta distributa JCM 11216	NCBITaxon:1293043	AP IMG TAXON ID	kgmicrobe.strain:JCM-11216	JCM 11216	ORGANISM CULTURE COLLECTION ID	gold:Go0093088	gold:Gp0093088
kgmicrobe.strain:bacdive_161137	img.taxon:2681813011	img	GOLD	gold:Ga0128319			Vulcanisaeta distributa JCM 11216	NCBITaxon:1293043	AP IMG TAXON ID	kgmicrobe.strain:JCM-11216	JCM 11216	ORGANISM STRAIN	gold:Go0093088	gold:Gp0093088
kgmicrobe.strain:bacdive_161137	patric:1293043.3	patric	BACDIVE	bacdive:161137	66792	wgs	Vulcanisaeta distributa JCM 11216	NCBITaxon:1293043						
kgmicrobe.strain:bacdive_161138	gtdb.genome:RS_GCF_001316005.1	gtdb	GTDB	gtdb.genome:RS_GCF_001316005.1		Contig	Vulcanisaeta distributa JCM 11217	NCBITaxon:1293044	accession	kgmicrobe.strain:JCM-11217	JCM 11217	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_161138	img.taxon:2681813012	img	BACDIVE	bacdive:161138	66792	draft	Vulcanisaeta distributa JCM 11217	NCBITaxon:1293044						
kgmicrobe.strain:bacdive_161138	img.taxon:2681813012	img	GOLD	gold:Ga0128320			Vulcanisaeta distributa JCM 11217	NCBITaxon:1293044	AP IMG TAXON ID	kgmicrobe.strain:JCM-11217	JCM 11217	ORGANISM CULTURE COLLECTION ID	gold:Go0093089	gold:Gp0093089
kgmicrobe.strain:bacdive_161138	img.taxon:2681813012	img	GOLD	gold:Ga0128320			Vulcanisaeta distributa JCM 11217	NCBITaxon:1293044	AP IMG TAXON ID	kgmicrobe.strain:JCM-11217	JCM 11217	ORGANISM STRAIN	gold:Go0093089	gold:Gp0093089
kgmicrobe.strain:bacdive_161138	patric:1293044.3	patric	BACDIVE	bacdive:161138	66792	wgs	Vulcanisaeta distributa JCM 11217	NCBITaxon:1293044						
kgmicrobe.strain:bacdive_16114	gtdb.genome:RS_GCF_001270495.1	gtdb	GTDB	gtdb.genome:RS_GCF_001270495.1		Contig	Streptomyces viridochromogenes	NCBITaxon:1938	accession	kgmicrobe.strain:NRRL-3413	NRRL 3413	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16114	img.taxon:2811995310	img	BACDIVE	bacdive:16114	66792	draft	Streptomyces viridochromogenes NRRL 3413	NCBITaxon:1938						
kgmicrobe.strain:bacdive_16114	img.taxon:2811995310	img	GOLD	gold:Ga0161551			Streptomyces viridochromogenes NRRL 3413	NCBITaxon:1938	AP IMG TAXON ID	kgmicrobe.strain:NRRL-3413	NRRL 3413	ORGANISM CULTURE COLLECTION ID	gold:Go0353863	gold:Gp0188120
kgmicrobe.strain:bacdive_16114	img.taxon:2811995310	img	GOLD	gold:Ga0161551			Streptomyces viridochromogenes NRRL 3413	NCBITaxon:1938	AP IMG TAXON ID	kgmicrobe.strain:NRRL-3413	NRRL 3413	ORGANISM STRAIN	gold:Go0353863	gold:Gp0188120
kgmicrobe.strain:bacdive_16114	patric:1938.5	patric	BACDIVE	bacdive:16114	66792	wgs	Streptomyces viridochromogenes strain NRRL 3413	NCBITaxon:1938						
