strain_id	bacdive_id	designation	taxon_ids	lpsn_ids	culture_collection_ids	medium_count
kgmicrobe.strain:bacdive_168774	168774	SC2-6	NCBITaxon:2259340	lpsn:800689	kgmicrobe.strain:KACC-19328|kgmicrobe.strain:NBRC-113110	0
kgmicrobe.strain:bacdive_168775	168775	ICP11	NCBITaxon:89401	lpsn:783681	kgmicrobe.strain:ACAM-459|kgmicrobe.strain:CIP-105823	0
kgmicrobe.strain:bacdive_168776	168776		NCBITaxon:40991	lpsn:785088	kgmicrobe.strain:ATCC-51520	0
kgmicrobe.strain:bacdive_168777	168777		NCBITaxon:858423	lpsn:793250	kgmicrobe.strain:CCBAU-51107|kgmicrobe.strain:CGMCC-1.12100|kgmicrobe.strain:HAMBI-3281|kgmicrobe.strain:LMG-26795	0
kgmicrobe.strain:bacdive_168778	168778	KR-40	NCBITaxon:309883	lpsn:775464	kgmicrobe.strain:LMG-22129|kgmicrobe.strain:NRRL-B-23949	0
kgmicrobe.strain:bacdive_168779	168779	A6B8	NCBITaxon:1324801	lpsn:792561	kgmicrobe.strain:CGMCC-1.12606|kgmicrobe.strain:KCTC-32436	0
kgmicrobe.strain:bacdive_168780	168780	JA430	NCBITaxon:568897	lpsn:789064	kgmicrobe.strain:KCTC-5805|kgmicrobe.strain:NBRC-105915	0
kgmicrobe.strain:bacdive_168781	168781	XSM11	NCBITaxon:2072972	lpsn:797510	kgmicrobe.strain:CECT-5118|kgmicrobe.strain:LMG-29904	0
kgmicrobe.strain:bacdive_168782	168782	SK200a-9	NCBITaxon:340221	lpsn:791605	kgmicrobe.strain:CGMCC-1.12214|kgmicrobe.strain:NBRC-107718	0
kgmicrobe.strain:bacdive_168783	168783	CdVSA 20.1	NCBITaxon:1544696	lpsn:795801	kgmicrobe.strain:CECT-8500|kgmicrobe.strain:LMG-27954	0
kgmicrobe.strain:bacdive_168784	168784	Ma-21	NCBITaxon:1435466	lpsn:793701	kgmicrobe.strain:CGMCC-1.12799|kgmicrobe.strain:KCTC-33416|kgmicrobe.strain:MCCC-1K00260	0
kgmicrobe.strain:bacdive_168785	168785	BARC 779	NCBITaxon:324078	lpsn:784197	kgmicrobe.strain:ATCC-49583	0
kgmicrobe.strain:bacdive_168786	168786	651	NCBITaxon:313595	lpsn:784747	kgmicrobe.strain:ACAM-623|kgmicrobe.strain:ATCC-700755|kgmicrobe.strain:CIP-106069	0
kgmicrobe.strain:bacdive_168787	168787	h37	NCBITaxon:72023	lpsn:784222	kgmicrobe.strain:VKM-B-2160	0
kgmicrobe.strain:bacdive_168788	168788	13D2W-2	NCBITaxon:1317124	lpsn:793013	kgmicrobe.strain:LMG-27145|kgmicrobe.strain:MCCC-1A02612	0
kgmicrobe.strain:bacdive_168789	168789	Hk501	NCBITaxon:56146	lpsn:783537	kgmicrobe.strain:ATCC-BAA-127|kgmicrobe.strain:JCM-9662	0
kgmicrobe.strain:bacdive_168790	168790	JC202	NCBITaxon:1329640	lpsn:794061	kgmicrobe.strain:KCTC-15324|kgmicrobe.strain:NBRC-110104	0
kgmicrobe.strain:bacdive_168791	168791	3.1105, 31105	NCBITaxon:2565365	lpsn:5692	kgmicrobe.strain:CCTCC-AB-2018268|kgmicrobe.strain:KCTC-62978	0
kgmicrobe.strain:bacdive_168792	168792	S45	NCBITaxon:83559	lpsn:783628	kgmicrobe.strain:ATCC-VR-1474	0
kgmicrobe.strain:bacdive_168793	168793	PG 49	NCBITaxon:2150	lpsn:783254	kgmicrobe.strain:ATCC-29102|kgmicrobe.strain:NCTC-10134	0
kgmicrobe.strain:bacdive_168794	168794	PS-14-16	NCBITaxon:1516120	lpsn:793015	kgmicrobe.strain:InaCC-A-516|kgmicrobe.strain:NBRC-110109	0
kgmicrobe.strain:bacdive_168795	168795	SB026	NCBITaxon:1448059	lpsn:792893	kgmicrobe.strain:CBMAI-1694|kgmicrobe.strain:CMAA-1285|kgmicrobe.strain:NCIMB-14900	0
kgmicrobe.strain:bacdive_168796	168796	WWJ-16	NCBITaxon:2506421	lpsn:5218	kgmicrobe.strain:BCRC-81125|kgmicrobe.strain:KCTC-62515|kgmicrobe.strain:LMG-30600	0
kgmicrobe.strain:bacdive_168797	168797	PG51	NCBITaxon:45363	lpsn:798554	kgmicrobe.strain:ATCC-29103|kgmicrobe.strain:NCTC-10135	0
kgmicrobe.strain:bacdive_168798	168798	IMCC 9485	NCBITaxon:1350398	lpsn:791481	kgmicrobe.strain:KACC-17484|kgmicrobe.strain:KCCM-42937|kgmicrobe.strain:NBRC-106080	0
kgmicrobe.strain:bacdive_168799	168799	2-4-6	NCBITaxon:35793	lpsn:784802	kgmicrobe.strain:ATCC-VR-151|kgmicrobe.strain:ATCC-VR-541	0
kgmicrobe.strain:bacdive_168800	168800	SMG 169, 1111, Ostrau	NCBITaxon:61644	lpsn:774684	kgmicrobe.strain:DSM-169	0
kgmicrobe.strain:bacdive_168801	168801	OO99	NCBITaxon:931866	lpsn:792141	kgmicrobe.strain:HAMBI-3284|kgmicrobe.strain:LMG-26739	0
kgmicrobe.strain:bacdive_168802	168802	MM04-1133	NCBITaxon:1938555	lpsn:798797	kgmicrobe.strain:NBRC-112733|kgmicrobe.strain:VTCC-910008	0
kgmicrobe.strain:bacdive_168803	168803	R9-86	NCBITaxon:1507286	lpsn:792311	kgmicrobe.strain:CCTCC-AB-2011004|kgmicrobe.strain:NRRL-B-59114	0
kgmicrobe.strain:bacdive_168804	168804	Gsoil 104	NCBITaxon:363852	lpsn:785681	kgmicrobe.strain:KCTC-12576|kgmicrobe.strain:LMG-23399	0
kgmicrobe.strain:bacdive_168805	168805	117C	NCBITaxon:92757	lpsn:784342	kgmicrobe.strain:ATCC-43016|kgmicrobe.strain:NCTC-11700	0
kgmicrobe.strain:bacdive_168806	168806	R-67177	NCBITaxon:1774971	lpsn:797976	kgmicrobe.strain:LMG-29432|kgmicrobe.strain:NCIMB-15075	0
kgmicrobe.strain:bacdive_168807	168807	MMP 4	NCBITaxon:1408458	lpsn:798572	kgmicrobe.strain:ATCC-29258|kgmicrobe.strain:NCTC-10179	0
kgmicrobe.strain:bacdive_168808	168808	PIMAMPIRS I 5, UMR 1450	NCBITaxon:1671795	lpsn:793192	kgmicrobe.strain:CNPSo-671|kgmicrobe.strain:LMG-27578	0
kgmicrobe.strain:bacdive_168809	168809	TMN-42	NCBITaxon:1259217	lpsn:801295	kgmicrobe.strain:CGMCC-1.9695|kgmicrobe.strain:NBRC-111591	0
kgmicrobe.strain:bacdive_168810	168810	RSSK-9	NCBITaxon:1343160	lpsn:791583	kgmicrobe.strain:CECT-8369|kgmicrobe.strain:KCTC-32427	0
kgmicrobe.strain:bacdive_168811	168811	JA633	NCBITaxon:764330	lpsn:792048	kgmicrobe.strain:KCTC-15337|kgmicrobe.strain:NBRC-109958	0
kgmicrobe.strain:bacdive_168812	168812	HZ-65	NCBITaxon:2576891	lpsn:799870	kgmicrobe.strain:KACC-19333|kgmicrobe.strain:NBRC-112907	0
kgmicrobe.strain:bacdive_168813	168813		NCBITaxon:317619	lpsn:784692	kgmicrobe.strain:CCAP-1490/1|kgmicrobe.strain:SAG-10.89	0
kgmicrobe.strain:bacdive_168814	168814	JI	NCBITaxon:342448	lpsn:785477	kgmicrobe.strain:ATCC-BAA-1053|kgmicrobe.strain:JCM-12282	0
kgmicrobe.strain:bacdive_168815	168815	TB	NCBITaxon:92407	lpsn:800277	kgmicrobe.strain:ATCC-29870|kgmicrobe.strain:NCTC-10175	0
kgmicrobe.strain:bacdive_168816	168816	L1E11	NCBITaxon:1635171	lpsn:800175	kgmicrobe.strain:DSM-28732|kgmicrobe.strain:LMG-28271|kgmicrobe.strain:MCC-2992	0
kgmicrobe.strain:bacdive_168817	168817	Kb15	NCBITaxon:1245436	lpsn:794396	kgmicrobe.strain:LMG-28727|kgmicrobe.strain:SARC-695	0
kgmicrobe.strain:bacdive_168818	168818	F-4	NCBITaxon:2301235	lpsn:800682	kgmicrobe.strain:CGMCC-1.13562|kgmicrobe.strain:KCTC-62442	0
kgmicrobe.strain:bacdive_168819	168819	T37	NCBITaxon:1408460	lpsn:798577	kgmicrobe.strain:ATCC-29869|kgmicrobe.strain:NCTC-10176	0
kgmicrobe.strain:bacdive_168820	168820	IFAM NQ-521Gr	NCBITaxon:53398	lpsn:776971	kgmicrobe.strain:ATCC-27483|kgmicrobe.strain:NCIMB-11052	0
kgmicrobe.strain:bacdive_168821	168821	CPS13	NCBITaxon:552734	lpsn:795781	kgmicrobe.strain:CECT-9099|kgmicrobe.strain:LMG-29295	0
kgmicrobe.strain:bacdive_168822	168822		NCBITaxon:1408462	lpsn:800276	kgmicrobe.strain:ATCC-23391|kgmicrobe.strain:NCTC-10160	0
kgmicrobe.strain:bacdive_168823	168823	CDM-17	NCBITaxon:1529041	lpsn:792766	kgmicrobe.strain:CECT-8625|kgmicrobe.strain:KCTC-42110	0
kgmicrobe.strain:bacdive_168824	168824	icterohaemorrhagiae RGA, Leptospira interrogans serogroup Icterohaemorrhagiae, serovar Icterohaemorrhagiae, strain RGA, RGA, LEP1220	NCBITaxon:173	lpsn:784137	kgmicrobe.strain:ATCC-43642|kgmicrobe.strain:CRBIP6.1220|kgmicrobe.strain:DSM-21525	1
kgmicrobe.strain:bacdive_168825	168825	MH5408	NCBITaxon:1408466	lpsn:798611	kgmicrobe.strain:ATCC-27921|kgmicrobe.strain:NCTC-10149	0
kgmicrobe.strain:bacdive_168826	168826	Chem10	NCBITaxon:1271860	lpsn:798719	kgmicrobe.strain:CECT-8209|kgmicrobe.strain:IBRC-M-10403	0
kgmicrobe.strain:bacdive_168827	168827		NCBITaxon:1278304	lpsn:783252	kgmicrobe.strain:ATCC-19168|kgmicrobe.strain:IFO-14847|kgmicrobe.strain:NBRC-14847|kgmicrobe.strain:NCTC-10128	0
kgmicrobe.strain:bacdive_168828	168828	VTH-Ai06	NCBITaxon:1552741	lpsn:794099	kgmicrobe.strain:BCC-67839|kgmicrobe.strain:NBRC-110637|kgmicrobe.strain:VTCC-910001	0
kgmicrobe.strain:bacdive_168829	168829	BH29	NCBITaxon:244584	lpsn:784443	kgmicrobe.strain:ATCC-700618|kgmicrobe.strain:MCCM-3231	0
kgmicrobe.strain:bacdive_168830	168830	Sty a-1	NCBITaxon:1776034	lpsn:797858	kgmicrobe.strain:BCRC-80968|kgmicrobe.strain:KCTC-52167|kgmicrobe.strain:LMG-29479	0
kgmicrobe.strain:bacdive_168831	168831	HTB2, HTB2/W	NCBITaxon:2704	lpsn:782496	kgmicrobe.strain:ATCC-33265|kgmicrobe.strain:DSM-2359	0
kgmicrobe.strain:bacdive_168832	168832	GZ436	NCBITaxon:1463158	lpsn:792333	kgmicrobe.strain:CCTCC-AB-2013364|kgmicrobe.strain:KCTC-42013|kgmicrobe.strain:KCTC-42031	0
kgmicrobe.strain:bacdive_168833	168833	DW2-9	NCBITaxon:1105367	lpsn:54289	kgmicrobe.strain:CCTCC-AB-2011145|kgmicrobe.strain:KCTC-15169	0
kgmicrobe.strain:bacdive_168834	168834	H23M	NCBITaxon:264639	lpsn:783259	kgmicrobe.strain:ATCC-29892|kgmicrobe.strain:NCTC-10198	0
kgmicrobe.strain:bacdive_168835	168835	PP52-1	NCBITaxon:561122	lpsn:795608	kgmicrobe.strain:DSM-28028|kgmicrobe.strain:LMG-27950	0
kgmicrobe.strain:bacdive_168836	168836	KNN 35.1b	NCBITaxon:1905151	lpsn:796259	kgmicrobe.strain:NCIMB-15082|kgmicrobe.strain:NRRL-B-65050	0
kgmicrobe.strain:bacdive_168837	168837	APG3	NCBITaxon:1288494	lpsn:792416	kgmicrobe.strain:ATCC-BAA-2542|kgmicrobe.strain:LMG-27536|kgmicrobe.strain:NCIMB-14869	0
kgmicrobe.strain:bacdive_168838	168838	VAR 10, WPR VAR 010	NCBITaxon:1408446	lpsn:787627	kgmicrobe.strain:ATCC-BAA-1110|kgmicrobe.strain:KIT-VAR-010	0
kgmicrobe.strain:bacdive_168839	168839	GZGR-4	NCBITaxon:1395957	lpsn:793010	kgmicrobe.strain:CCTCC-AB-2013305|kgmicrobe.strain:KCTC-32447	0
kgmicrobe.strain:bacdive_168840	168840	Wo-34	NCBITaxon:1368237	lpsn:791988	kgmicrobe.strain:KACC-17605|kgmicrobe.strain:NBRC-109813	0
kgmicrobe.strain:bacdive_168841	168841	AC28	NCBITaxon:1307930	lpsn:784475	kgmicrobe.strain:BCC-15763|kgmicrobe.strain:NBRC-101099	0
kgmicrobe.strain:bacdive_168842	168842	M0-2	NCBITaxon:1323431	lpsn:792414	kgmicrobe.strain:CCTCC-AB-2012968|kgmicrobe.strain:NRRL-B-59110	0
kgmicrobe.strain:bacdive_168843	168843	SL013A34A2	NCBITaxon:1389223	lpsn:792991	kgmicrobe.strain:CGMCC-1.12758|kgmicrobe.strain:LMG-27740	0
kgmicrobe.strain:bacdive_168844	168844	MOM 28/2/79	NCBITaxon:758825	lpsn:784832	kgmicrobe.strain:ATCC-43154|kgmicrobe.strain:CCM-3730	0
kgmicrobe.strain:bacdive_168845	168845	A6F-119	NCBITaxon:1667021	lpsn:794723	kgmicrobe.strain:KCTC-42752|kgmicrobe.strain:NBRC-111402	0
kgmicrobe.strain:bacdive_168846	168846	M432/72	NCBITaxon:92402	lpsn:798578	kgmicrobe.strain:ATCC-29420|kgmicrobe.strain:NCTC-10148	0
kgmicrobe.strain:bacdive_168847	168847	A6F-11	NCBITaxon:1667022	lpsn:794724	kgmicrobe.strain:KCTC-42753|kgmicrobe.strain:NBRC-111401	0
kgmicrobe.strain:bacdive_168848	168848	Ivanov, OCM 140	NCBITaxon:2163	lpsn:777796	kgmicrobe.strain:DSM-2611|kgmicrobe.strain:VKM-B-1634	0
kgmicrobe.strain:bacdive_168849	168849	605	NCBITaxon:1276888	lpsn:794101	kgmicrobe.strain:CAIM-1904|kgmicrobe.strain:CECT-8855	0
kgmicrobe.strain:bacdive_168850	168850	b11s-2	NCBITaxon:512410	lpsn:788775	kgmicrobe.strain:CECT-7361|kgmicrobe.strain:KCTC-13220	0
kgmicrobe.strain:bacdive_168851	168851	GM2012	NCBITaxon:2080755	lpsn:5233	kgmicrobe.strain:KCTC-72013|kgmicrobe.strain:VKM-B-2860	0
kgmicrobe.strain:bacdive_168852	168852	RS-7-4	NCBITaxon:1638992	lpsn:794448	kgmicrobe.strain:InaCC-A726|kgmicrobe.strain:NBRC-110994	0
kgmicrobe.strain:bacdive_168853	168853		NCBITaxon:2213010	lpsn:798065	kgmicrobe.strain:CPCC-100842|kgmicrobe.strain:DSM-102231|kgmicrobe.strain:KCTC-52093	0
kgmicrobe.strain:bacdive_168854	168854	RSS1-M3	NCBITaxon:1510460	lpsn:792378	kgmicrobe.strain:CECT-8599|kgmicrobe.strain:KCTC-42118	0
kgmicrobe.strain:bacdive_168855	168855		NCBITaxon:29555	lpsn:798567	kgmicrobe.strain:ATCC-19525|kgmicrobe.strain:IFO-14846|kgmicrobe.strain:NBRC-14846|kgmicrobe.strain:NCTC-10146	0
kgmicrobe.strain:bacdive_168856	168856	XZ17	NCBITaxon:1735589	lpsn:795364	kgmicrobe.strain:KCTC-39561|kgmicrobe.strain:MCCC-1H00114	0
kgmicrobe.strain:bacdive_168857	168857	TS-56	NCBITaxon:1184153	lpsn:792446	kgmicrobe.strain:CGMCC-1.10363|kgmicrobe.strain:NBRC-109838	0
kgmicrobe.strain:bacdive_168858	168858	FQM01	NCBITaxon:1844115	lpsn:800824	kgmicrobe.strain:CGMCC-1.15797|kgmicrobe.strain:KCTC-52630	0
kgmicrobe.strain:bacdive_168859	168859	CAU 1105	NCBITaxon:1570283	lpsn:793109	kgmicrobe.strain:KCTC-42298|kgmicrobe.strain:NBRC-110740	0
kgmicrobe.strain:bacdive_168860	168860	RB1N8	NCBITaxon:2497483	lpsn:5285	kgmicrobe.strain:CGMCC-1.23902|kgmicrobe.strain:NBRC-113662	0
kgmicrobe.strain:bacdive_168861	168861	S16-07	NCBITaxon:1434886	lpsn:793899	kgmicrobe.strain:BCC-60400|kgmicrobe.strain:DSM-114117|kgmicrobe.strain:NBRC-109761|kgmicrobe.strain:TBRC-7219	0
kgmicrobe.strain:bacdive_168862	168862	200901116	NCBITaxon:1137606	lpsn:792344	kgmicrobe.strain:CIP-110703|kgmicrobe.strain:DSM-28999	0
kgmicrobe.strain:bacdive_168863	168863	IMCC 3490	NCBITaxon:1397110	lpsn:792370	kgmicrobe.strain:KACC-17483|kgmicrobe.strain:NBRC-109704	0
kgmicrobe.strain:bacdive_168864	168864	HD-44	NCBITaxon:1447781	lpsn:793398	kgmicrobe.strain:CECT-8455|kgmicrobe.strain:KCTC-32549	0
kgmicrobe.strain:bacdive_168865	168865	NVSL 85737	NCBITaxon:90242	lpsn:784467	kgmicrobe.strain:ATCC-51483	0
kgmicrobe.strain:bacdive_168866	168866	WV33	NCBITaxon:1355330	lpsn:792035	kgmicrobe.strain:CECT-8384|kgmicrobe.strain:KCTC-32457	0
kgmicrobe.strain:bacdive_168867	168867	P2683	NCBITaxon:2133766	lpsn:5288	kgmicrobe.strain:CCM-8825|kgmicrobe.strain:LMG-30614	0
kgmicrobe.strain:bacdive_168868	168868	Ar 1343	NCBITaxon:1276257	lpsn:784955	kgmicrobe.strain:ATCC-43303|kgmicrobe.strain:DSM-22602	0
kgmicrobe.strain:bacdive_168869	168869	JS14SB-1	NCBITaxon:1620405	lpsn:793345	kgmicrobe.strain:KCTC-42140|kgmicrobe.strain:MCCC-1A00726	0
kgmicrobe.strain:bacdive_168870	168870	34-P	NCBITaxon:37448	lpsn:784652	kgmicrobe.strain:ATCC-51984|kgmicrobe.strain:CCUG-52837	0
kgmicrobe.strain:bacdive_168871	168871	LB32	NCBITaxon:2203715	lpsn:801304	kgmicrobe.strain:CECT-9662|kgmicrobe.strain:LMG-30765	0
kgmicrobe.strain:bacdive_168872	168872	GYP-17	NCBITaxon:1249555	lpsn:794999	kgmicrobe.strain:KCTC-32218|kgmicrobe.strain:LMG-27471	0
kgmicrobe.strain:bacdive_168873	168873	NR9	NCBITaxon:28122	lpsn:783833	kgmicrobe.strain:ATCC-43854	0
kgmicrobe.strain:bacdive_168874	168874	BJGMM-B45	NCBITaxon:1178482	lpsn:791618	kgmicrobe.strain:ACCC-05850|kgmicrobe.strain:KCTC-32409	0
kgmicrobe.strain:bacdive_168875	168875	IMCC1826	NCBITaxon:671053	lpsn:790840	kgmicrobe.strain:KCTC-23084|kgmicrobe.strain:NBRC-107590	0
kgmicrobe.strain:bacdive_168876	168876	CDGS	NCBITaxon:1712654	lpsn:795357	kgmicrobe.strain:ATCC-TSD-33|kgmicrobe.strain:UBOCC-3296	0
kgmicrobe.strain:bacdive_168877	168877	IMCC 3175	NCBITaxon:442728	lpsn:791432	kgmicrobe.strain:KCCM-42713|kgmicrobe.strain:NBRC-103398	0
kgmicrobe.strain:bacdive_168878	168878	DD	NCBITaxon:29556	lpsn:798584	kgmicrobe.strain:ATCC-33550|kgmicrobe.strain:NCTC-10183	0
kgmicrobe.strain:bacdive_168879	168879		NCBITaxon:1778671	lpsn:795780	kgmicrobe.strain:KACC-18574|kgmicrobe.strain:NBRC-111650|kgmicrobe.strain:UCM-39	0
kgmicrobe.strain:bacdive_168880	168880	10Alg 130	NCBITaxon:1265696	lpsn:792462	kgmicrobe.strain:KCTC-32467|kgmicrobe.strain:KMM-6686	0
kgmicrobe.strain:bacdive_168881	168881	IMCC 5001	NCBITaxon:646534	lpsn:790809	kgmicrobe.strain:KCTC-22666|kgmicrobe.strain:NBRC-105794	0
kgmicrobe.strain:bacdive_168882	168882		NCBITaxon:743971	lpsn:798583	kgmicrobe.strain:ATCC-27399|kgmicrobe.strain:NCTC-10143	0
kgmicrobe.strain:bacdive_168883	168883	NF3	NCBITaxon:53247	lpsn:784699	kgmicrobe.strain:CECT-4664|kgmicrobe.strain:LMG-18002	0
kgmicrobe.strain:bacdive_168884	168884	HA2P	NCBITaxon:59892	lpsn:785106	kgmicrobe.strain:ATCC-700288	0
kgmicrobe.strain:bacdive_168885	168885	H831(T), H-831	NCBITaxon:171284	lpsn:798575	kgmicrobe.strain:ATCC-27544|kgmicrobe.strain:DSM-116321|kgmicrobe.strain:NCTC-10142	1
kgmicrobe.strain:bacdive_168886	168886	E-396	NCBITaxon:65151	lpsn:784566	kgmicrobe.strain:IFO-16121	0
kgmicrobe.strain:bacdive_168887	168887	PIPN-2	NCBITaxon:1399797	lpsn:801380	kgmicrobe.strain:ATCC-49196|kgmicrobe.strain:NCTC-11716	0
kgmicrobe.strain:bacdive_168888	168888	LSU B18LD	NCBITaxon:1022	lpsn:773996	kgmicrobe.strain:ATCC-33555	0
kgmicrobe.strain:bacdive_168889	168889	LIPI11-2-Ac046	NCBITaxon:1609276	lpsn:793565	kgmicrobe.strain:InaCCA457|kgmicrobe.strain:NBRC-110976	0
kgmicrobe.strain:bacdive_168890	168890	5DNS001	NCBITaxon:1084421	lpsn:792177	kgmicrobe.strain:CGMCC-1.11000|kgmicrobe.strain:KCTC-23776	0
kgmicrobe.strain:bacdive_168891	168891	Chem15	NCBITaxon:1755878	lpsn:793177	kgmicrobe.strain:IBRC-M-10490|kgmicrobe.strain:LMG-28544	0
kgmicrobe.strain:bacdive_168892	168892	RSP19	NCBITaxon:1590643	lpsn:793519	kgmicrobe.strain:CGMCC-1.14040|kgmicrobe.strain:KCTC-42456|kgmicrobe.strain:NBRC-110967	0
kgmicrobe.strain:bacdive_168893	168893	SC_3	NCBITaxon:1592790	lpsn:792866	kgmicrobe.strain:CCTCC-AB-2014349|kgmicrobe.strain:KCTC-42448	0
kgmicrobe.strain:bacdive_168894	168894	PG18	NCBITaxon:2115	lpsn:798582	kgmicrobe.strain:ATCC-19989|kgmicrobe.strain:IFO-14854|kgmicrobe.strain:NBRC-14854|kgmicrobe.strain:NCTC-10117	0
kgmicrobe.strain:bacdive_168895	168895	OxB	NCBITaxon:847	lpsn:779024	kgmicrobe.strain:ATCC-35274|kgmicrobe.strain:CIP-106513	0
kgmicrobe.strain:bacdive_168896	168896	JC215	NCBITaxon:1343896	lpsn:791651	kgmicrobe.strain:KCTC-32443|kgmicrobe.strain:LMG-27670	0
kgmicrobe.strain:bacdive_168897	168897	X-18	NCBITaxon:1390225	lpsn:791508	kgmicrobe.strain:CGMCC-1.5186|kgmicrobe.strain:JCM-19216	0
kgmicrobe.strain:bacdive_168898	168898	5410S-62	NCBITaxon:1224511	lpsn:791816	kgmicrobe.strain:KACC-16657|kgmicrobe.strain:NBRC-108944	0
kgmicrobe.strain:bacdive_168899	168899		NCBITaxon:1214071	lpsn:792646	kgmicrobe.strain:CCBAU-65729|kgmicrobe.strain:HAMBI-3287|kgmicrobe.strain:LMG-26833	0
kgmicrobe.strain:bacdive_168900	168900	ZAS-2	NCBITaxon:88058	lpsn:782839	kgmicrobe.strain:ATCC-BAA-887|kgmicrobe.strain:DSM-12427	1
kgmicrobe.strain:bacdive_168901	168901		NCBITaxon:338		kgmicrobe.strain:CFBP-2901|kgmicrobe.strain:ICMP-15806|kgmicrobe.strain:ICPB-10470|kgmicrobe.strain:NCPPB-3236	0
kgmicrobe.strain:bacdive_168902	168902	8316	NCBITaxon:69960	lpsn:784776	kgmicrobe.strain:ATCC-700224	0
kgmicrobe.strain:bacdive_168903	168903	IMET 10483, OBBP	NCBITaxon:134	lpsn:12054	kgmicrobe.strain:ACM-3309|kgmicrobe.strain:ATCC-35066|kgmicrobe.strain:NCIMB-11129|kgmicrobe.strain:UNIQEM-38|kgmicrobe.strain:VKM-B-2129	0
kgmicrobe.strain:bacdive_168904	168904	JXJ CY 19	NCBITaxon:1688486	lpsn:797980	kgmicrobe.strain:CPCC-204352|kgmicrobe.strain:DSM-117318|kgmicrobe.strain:KCTC-39600	0
kgmicrobe.strain:bacdive_168905	168905	78-1	NCBITaxon:2754	lpsn:785041	kgmicrobe.strain:ATCC-49833	0
kgmicrobe.strain:bacdive_168906	168906	I1-1	NCBITaxon:307486	lpsn:785258	kgmicrobe.strain:BCRC-17406|kgmicrobe.strain:LMG-22826	0
kgmicrobe.strain:bacdive_168907	168907	THG-T2.14	NCBITaxon:2036000	lpsn:795816	kgmicrobe.strain:CCTCC-AB-2016180|kgmicrobe.strain:KACC-18931	0
kgmicrobe.strain:bacdive_168908	168908	GCS-AE-31	NCBITaxon:1207056	lpsn:791910	kgmicrobe.strain:CGMCC-1.12329|kgmicrobe.strain:LMG-27180|kgmicrobe.strain:MCCC-1A01299	0
kgmicrobe.strain:bacdive_168909	168909	BUT-10	NCBITaxon:1445034	lpsn:792567	kgmicrobe.strain:CCTCC-AB-2013085|kgmicrobe.strain:KCTC-42014	0
kgmicrobe.strain:bacdive_168910	168910	LL-002	NCBITaxon:1443435	lpsn:792886	kgmicrobe.strain:CECT-8536|kgmicrobe.strain:NBRC-110097	0
kgmicrobe.strain:bacdive_168911	168911	1049	NCBITaxon:142649	lpsn:798615	kgmicrobe.strain:ATCC-49640|kgmicrobe.strain:NCTC-11721	0
kgmicrobe.strain:bacdive_168912	168912	LIPI11-2-Ac043	NCBITaxon:1610840	lpsn:794708	kgmicrobe.strain:InaCC-A522|kgmicrobe.strain:NBRC-110975	0
kgmicrobe.strain:bacdive_168913	168913	DG-6, description, not in pure culture	NCBITaxon:104176	lpsn:784547	kgmicrobe.strain:VKM-B-2210	0
kgmicrobe.strain:bacdive_168914	168914	NSH-16	NCBITaxon:1287055	lpsn:795126	kgmicrobe.strain:ATCC-BAA-2463|kgmicrobe.strain:NCTC-13792	0
kgmicrobe.strain:bacdive_168915	168915		NCBITaxon:2069367	lpsn:5690	kgmicrobe.strain:CCUG-71558|kgmicrobe.strain:LMG-30378	0
kgmicrobe.strain:bacdive_168916	168916	139Z-12	NCBITaxon:744227	lpsn:793244	kgmicrobe.strain:KCTC-32347|kgmicrobe.strain:LMG-27449|kgmicrobe.strain:MCC-2233|kgmicrobe.strain:NBRC-110402	0
kgmicrobe.strain:bacdive_168917	168917	16Sb5-5	NCBITaxon:2268447	lpsn:5694	kgmicrobe.strain:CGMCC-1.16553|kgmicrobe.strain:KCTC-49116	0
kgmicrobe.strain:bacdive_168918	168918		NCBITaxon:1981512	lpsn:798052	kgmicrobe.strain:CCTCC-AB-2017055|kgmicrobe.strain:KCTC-39924|kgmicrobe.strain:YIM-96448	0
kgmicrobe.strain:bacdive_168919	168919		NCBITaxon:2112	lpsn:798561	kgmicrobe.strain:ATCC-19852|kgmicrobe.strain:DSM-21656|kgmicrobe.strain:IFO-14862|kgmicrobe.strain:NBRC-14862|kgmicrobe.strain:NCTC-10122	0
kgmicrobe.strain:bacdive_168920	168920	HRC 292	NCBITaxon:1408468	lpsn:798619	kgmicrobe.strain:ATCC-25948|kgmicrobe.strain:NCTC-10163	0
kgmicrobe.strain:bacdive_168921	168921	MIT 09-6949	NCBITaxon:1677920	lpsn:795585	kgmicrobe.strain:ATCC-TSD-45|kgmicrobe.strain:LMG-28613	0
kgmicrobe.strain:bacdive_168922	168922		NCBITaxon:722472	lpsn:789488	kgmicrobe.strain:CCBAU-23086|kgmicrobe.strain:HAMBI-3052|kgmicrobe.strain:LMG-25572	0
kgmicrobe.strain:bacdive_168923	168923	SAORIC-696	NCBITaxon:1658616	lpsn:793505	kgmicrobe.strain:KCTC-42681|kgmicrobe.strain:NBRC-110692	0
kgmicrobe.strain:bacdive_168924	168924		NCBITaxon:55603	lpsn:798568	kgmicrobe.strain:ATCC-27108|kgmicrobe.strain:NCTC-10126	0
kgmicrobe.strain:bacdive_168925	168925	AH-MY2	NCBITaxon:1461337	lpsn:791913	kgmicrobe.strain:CECT-8488|kgmicrobe.strain:KCTC-32577	0
